customer_id,name,age,gender,city,region,income_bracket,segment,shopping_frequency,preferred_channel,preferred_category,loyalty_tier,registration_date,is_active,email,phone,app_installed,email_opt_in,sms_opt_in,recency_days,frequency,monetary,avg_order_val,first_purchase,last_purchase,recency_score,frequency_score,monetary_score,rfm_score,customer_lifetime_days,total_browses,avg_dwell_secs,cart_adds,browse_to_buy,wishlist_count,wishlist_bought,cart_count,cart_abandoned,review_count,avg_rating_given,gender_enc,income_bracket_enc,segment_enc,preferred_category_enc,loyalty_tier_enc
C00013,Hemangini Tella,42,Female,Indore,Central,>50L,Family Shopper,7.6,In-App,Ethnic Wear,Bronze,2021-06-04,True,khalsacharles@example.net,6906744716,True,False,True,38,32,128980.64,4030.645,2022-01-06,2024-11-24,2.0,4.0,3.0,9.0,1053,88,139.11363636363637,14,0.10227272727272728,18,3,8,1,8.0,3.875,0,5,2,4,0
C00014,Michael Vaidya,60,Female,Lucknow,North,2-5L,Brand Loyalist,4.5,In-App,Ethnic Wear,Silver,2023-04-02,True,zaidmand@example.org,3637189239,True,False,False,16,30,150283.5,5009.45,2022-03-10,2024-12-16,4.0,3.0,4.0,11.0,1012,95,135.7157894736842,16,0.14736842105263157,10,5,9,5,7.0,4.428571428571429,0,1,0,4,3
C00015,Veer Dara,60,Female,Kochi,South,10-20L,Brand Loyalist,4.9,In-App,Dresses,Bronze,2021-11-15,True,nandinibarad@example.com,912609310668,False,False,False,10,22,246221.38,11191.880909090909,2022-03-31,2024-12-22,4.0,1.0,5.0,10.0,997,86,125.81395348837209,17,0.10465116279069768,12,2,7,1,6.0,3.8333333333333335,0,0,0,3,0
C00016,Vihaan Kapadia,60,Female,Patna,East,<2L,Budget Shopper,5.4,Email,Tops,Silver,2022-12-04,False,pooja70@example.net,414545635,True,False,False,25,21,43366.68,2065.08,2022-02-04,2024-12-07,3.0,1.0,1.0,5.0,1037,89,101.01123595505618,18,0.16853932584269662,6,1,9,3,7.0,4.285714285714286,0,4,1,8,3
C00017,Qabil Baria,54,Female,Kolkata,East,2-5L,Seasonal Buyer,2.9,SMS,Tops,Silver,2020-06-19,False,benekanta@example.org,7491624755,True,False,True,8,37,97545.41,2636.3624324324323,2022-01-30,2024-12-24,5.0,5.0,2.0,12.0,1059,94,120.52127659574468,17,0.13829787234042554,8,1,11,3,10.0,4.2,0,1,7,8,3
C00018,Isaac Chatterjee,61,Female,Patna,East,2-5L,Frequent Buyer,10.0,In-App,Dresses,Bronze,2023-05-04,True,degarima@example.com,5989534396,True,True,False,47,26,183344.82,7051.723846153846,2022-01-03,2024-11-15,2.0,2.0,4.0,8.0,1047,88,122.5909090909091,12,0.14772727272727273,14,4,12,7,9.0,2.7777777777777777,0,1,4,3,0
C00019,Hitesh De,31,Female,Indore,Central,5-10L,Frequent Buyer,15.0,WhatsApp,Footwear,Bronze,2020-06-17,True,barmanrayaan@example.org,7118954738,False,True,True,2,28,136222.79,4865.099642857143,2022-02-20,2024-12-30,5.0,2.0,3.0,10.0,1044,85,98.3529411764706,9,0.12941176470588237,12,3,12,5,5.0,4.4,0,3,4,5,0
C00020,Caleb Datta,20,Male,Pune,West,<2L,Budget Shopper,3.6,Push Notification,Innerwear,Bronze,2018-06-17,True,omyakrishnan@example.net,5716176880,True,False,True,30,29,26850.620000000003,925.8834482758622,2022-01-25,2024-12-02,3.0,2.0,1.0,6.0,1042,79,118.39240506329114,24,0.0379746835443038,8,3,10,4,9.0,3.6666666666666665,1,4,1,6,0
C00021,Anusha Dayal,25,Other,Ludhiana,North,<2L,Budget Shopper,2.8,In-App,Outerwear,Silver,2022-01-06,True,chakradev90@example.net,916788127868,True,True,False,8,29,142579.76,4916.543448275863,2022-01-01,2024-12-24,5.0,2.0,3.0,10.0,1088,95,126.6842105263158,19,0.2,7,1,5,0,11.0,3.6363636363636362,2,4,1,7,3
C00022,Nandini Magar,40,Male,Bhopal,Central,5-10L,Working Professional,2.0,WhatsApp,Outerwear,Silver,2018-10-26,True,qarinaggarwal@example.org,3908788443,False,True,False,17,32,532079.49,16627.4840625,2022-03-18,2024-12-15,4.0,4.0,5.0,13.0,1003,83,110.19277108433735,20,0.0963855421686747,10,5,4,1,6.0,4.166666666666667,1,3,9,7,3
C00023,Amrita Dani,36,Female,Patna,East,<2L,Budget Shopper,4.2,Push Notification,Ethnic Wear,Bronze,2021-12-05,True,udarshbath@example.net,914024240338,True,True,True,42,37,85453.77,2309.5613513513513,2022-02-05,2024-11-20,2.0,5.0,2.0,9.0,1019,94,133.7872340425532,14,0.06382978723404255,5,0,9,3,13.0,4.0,0,4,1,4,0
C00024,Aarav Palan,52,Female,Mumbai,West,<2L,Budget Shopper,4.3,WhatsApp,Ethnic Wear,Silver,2019-03-22,True,ekta18@example.com,2694500534,False,True,False,27,28,57547.36,2055.2628571428572,2022-02-10,2024-12-05,3.0,2.0,1.0,6.0,1029,90,119.44444444444444,12,0.12222222222222222,6,3,8,1,7.0,4.142857142857143,0,4,1,4,3
C00025,Aahana Babu,26,Female,Ludhiana,North,5-10L,Working Professional,9.2,WhatsApp,Ethnic Wear,Platinum,2019-06-19,True,rajaaarini@example.net,9837354396,True,False,False,27,30,244681.38,8156.046,2022-02-08,2024-12-05,3.0,3.0,5.0,11.0,1031,83,108.56626506024097,12,0.07228915662650602,10,4,7,4,11.0,4.181818181818182,0,3,9,4,2
C00026,Sanaya Kata,31,Male,Lucknow,North,>50L,Family Shopper,3.6,SMS,Accessories,Gold,2022-09-13,True,jpillay@example.com,917272239724,True,False,False,15,26,112655.95,4332.921153846154,2022-02-04,2024-12-17,4.0,2.0,3.0,9.0,1047,87,127.36781609195403,16,0.034482758620689655,11,2,7,2,10.0,3.9,1,5,2,0,1
C00027,Dayita Gaba,20,Male,Ahmedabad,West,>50L,Impulse Buyer,4.6,SMS,Innerwear,Bronze,2018-03-15,False,meeraguha@example.org,911637618209,False,True,True,12,40,61604.0,1540.1,2022-02-10,2024-12-20,4.0,5.0,1.0,10.0,1044,93,122.61290322580645,15,0.0967741935483871,10,4,8,4,14.0,4.071428571428571,1,5,5,6,0
C00028,Krishna Rajagopalan,30,Male,Mumbai,West,2-5L,Family Shopper,5.1,SMS,Bottoms,Bronze,2022-11-06,False,choudharyagastya@example.net,912314290018,True,False,True,16,30,172972.65,5765.755,2022-01-31,2024-12-16,4.0,3.0,4.0,11.0,1050,88,124.2159090909091,23,0.11363636363636363,8,4,8,1,10.0,3.9,1,1,2,2,0
C00029,Frederick Jain,48,Male,Surat,West,20-50L,Impulse Buyer,10.0,Email,Ethnic Wear,Gold,2019-04-18,False,varshasawhney@example.org,5723084810,False,True,True,92,33,143457.54,4347.198181818182,2022-03-21,2024-10-01,1.0,4.0,3.0,8.0,925,94,112.08510638297872,23,0.13829787234042554,5,2,9,3,16.0,3.6875,1,2,5,4,1
C00030,Harshil Minhas,19,Female,Hyderabad,South,<2L,Student,10.9,SMS,Ethnic Wear,Silver,2020-02-22,True,vaidyaojasvi@example.org,913036625436,True,True,True,9,33,53833.090000000004,1631.3057575757578,2022-03-11,2024-12-23,5.0,4.0,1.0,10.0,1018,111,120.95495495495496,23,0.14414414414414414,13,5,10,5,15.0,4.266666666666667,0,4,8,4,3
C00031,Vyanjana Gara,48,Male,Ahmedabad,West,2-5L,Frequent Buyer,8.8,Email,Bottoms,Gold,2020-01-20,True,kapurharsh@example.com,1951510922,True,True,False,76,37,130249.13,3520.246756756757,2022-03-02,2024-10-17,1.0,5.0,3.0,9.0,960,97,107.12371134020619,17,0.12371134020618557,10,3,16,5,14.0,3.5714285714285716,1,1,4,2,1
C00032,Gaurika Golla,35,Female,Agra,North,20-50L,Luxury Shopper,2.3,WhatsApp,Footwear,Silver,2021-10-26,True,qdoctor@example.net,9451475410,True,True,True,16,22,310363.82,14107.446363636363,2022-01-10,2024-12-16,4.0,1.0,5.0,10.0,1071,81,129.96296296296296,15,0.09876543209876543,8,3,13,4,6.0,4.666666666666667,0,2,6,5,3
C00033,Manan Nagarajan,24,Male,Delhi,North,20-50L,Frequent Buyer,10.4,In-App,Footwear,Silver,2019-03-20,True,madhavisekhon@example.net,1196421522,True,False,True,41,31,107304.89,3461.448064516129,2022-01-15,2024-11-21,2.0,3.0,3.0,8.0,1041,86,111.03488372093024,14,0.08139534883720931,8,2,16,5,5.0,3.8,1,2,4,5,3
C00034,Ira Nagar,49,Male,Hyderabad,South,>50L,Luxury Shopper,3.1,Push Notification,Bottoms,Bronze,2023-05-10,False,esamra@example.net,9523668788,False,False,False,144,25,179764.19,7190.5676,2022-04-09,2024-08-10,1.0,1.0,4.0,6.0,854,92,120.27173913043478,16,0.07608695652173914,9,5,11,2,10.0,3.8,1,5,6,2,0
C00035,Victor Rajagopalan,62,Female,Delhi,North,10-20L,Brand Loyalist,5.6,SMS,Footwear,Gold,2023-09-03,True,samatheodore@example.net,913503058721,False,True,False,42,26,143827.29,5531.818846153847,2022-02-13,2024-11-20,2.0,2.0,3.0,7.0,1011,78,140.82051282051282,13,0.14102564102564102,9,2,6,4,4.0,4.0,0,0,0,5,1
C00036,Ikshita Patel,20,Male,Hyderabad,South,20-50L,Frequent Buyer,8.4,In-App,Bottoms,Gold,2022-12-02,True,chaitalysharma@example.org,6333021260,False,False,True,7,33,106288.2,3220.8545454545456,2022-01-18,2024-12-25,5.0,4.0,3.0,12.0,1072,69,89.59420289855072,13,0.13043478260869565,6,2,8,3,11.0,3.727272727272727,1,2,4,2,1
C00037,Kamya Bhagat,37,Male,Ludhiana,North,5-10L,Working Professional,8.1,WhatsApp,Tops,Silver,2020-05-06,True,borahvansha@example.net,910252131096,True,True,True,9,31,181350.36000000002,5850.011612903227,2022-01-12,2024-12-23,5.0,3.0,4.0,12.0,1076,87,123.52873563218391,19,0.10344827586206896,10,2,15,4,9.0,3.7777777777777777,1,3,9,8,3
C00038,Qabil Singhal,30,Female,Chandigarh,North,<2L,Impulse Buyer,11.0,Email,Outerwear,Bronze,2019-07-07,True,chandanisinghal@example.com,5704120092,True,True,False,38,22,190933.74,8678.806363636364,2022-03-30,2024-11-24,2.0,1.0,4.0,7.0,970,74,101.91891891891892,11,0.13513513513513514,9,5,12,3,2.0,4.5,0,4,5,7,0
C00039,Advay Randhawa,57,Male,Jaipur,North,5-10L,Frequent Buyer,15.4,SMS,Accessories,Bronze,2018-10-26,True,jsha@example.net,9843624186,True,False,True,12,20,86282.89,4314.1445,2022-01-31,2024-12-20,4.0,1.0,2.0,7.0,1054,87,120.55172413793103,20,0.11494252873563218,11,2,6,2,6.0,3.8333333333333335,1,3,4,0,0
C00040,Siddharth Rattan,46,Female,Bhopal,Central,>50L,Luxury Shopper,3.6,SMS,Outerwear,Bronze,2019-05-27,True,kandamanya@example.org,8917756620,True,True,False,1,32,631580.29,19736.8840625,2022-01-11,2024-12-31,5.0,4.0,5.0,14.0,1085,103,126.84466019417475,14,0.1941747572815534,6,4,10,3,8.0,3.75,0,5,6,7,0
C00041,Panini Hayer,56,Other,Pune,West,20-50L,Frequent Buyer,13.8,SMS,Outerwear,Bronze,2020-10-02,True,ikbal11@example.com,5034281139,True,False,False,36,29,196157.07,6764.036896551725,2022-02-24,2024-11-26,2.0,2.0,4.0,8.0,1006,104,135.8653846153846,19,0.10576923076923077,15,5,4,3,5.0,4.2,2,2,4,7,0
C00042,Dayamai Guha,37,Female,Vadodara,West,<2L,Budget Shopper,3.9,SMS,Accessories,Bronze,2019-02-17,True,bachittarkhosla@example.com,919909700514,False,False,True,9,28,79854.89,2851.960357142857,2022-01-05,2024-12-23,5.0,2.0,2.0,9.0,1083,86,115.74418604651163,18,0.10465116279069768,8,5,5,2,8.0,3.75,0,4,1,0,0
C00043,Ishanvi Mandal,26,Female,Bhopal,Central,10-20L,Impulse Buyer,4.3,Push Notification,Outerwear,Bronze,2021-01-30,True,mtella@example.com,5215681820,False,False,False,159,32,267577.2,8361.7875,2022-01-14,2024-07-26,1.0,4.0,5.0,10.0,924,91,139.9120879120879,20,0.10989010989010989,9,2,17,3,11.0,3.8181818181818183,0,0,5,7,0
C00044,Vansha Barad,29,Male,Mumbai,West,<2L,Brand Loyalist,11.6,Push Notification,Bottoms,Silver,2020-03-24,True,neel27@example.org,1332288985,False,False,False,17,33,176856.61,5359.291212121212,2022-01-06,2024-12-15,4.0,4.0,4.0,12.0,1074,81,137.01234567901236,14,0.1111111111111111,3,1,6,1,16.0,4.0,1,4,0,2,3
C00045,Karan Nori,23,Female,Pune,West,>50L,Frequent Buyer,17.9,In-App,Activewear,Gold,2020-02-29,True,jagvi96@example.org,6339912971,True,True,True,26,32,169990.23,5312.1946875,2022-03-12,2024-12-06,3.0,4.0,4.0,11.0,1000,85,118.27058823529411,12,0.1411764705882353,11,3,11,5,8.0,4.625,0,5,4,1,1
C00046,Luke More,19,Male,Bhopal,Central,<2L,Student,2.6,SMS,Tops,Gold,2018-02-09,True,taragirindra@example.com,2421495511,False,True,True,24,37,72453.39,1958.1997297297298,2022-02-09,2024-12-08,3.0,5.0,2.0,10.0,1033,72,114.84722222222223,7,0.08333333333333333,10,3,12,3,10.0,4.6,1,4,8,8,1
C00047,Triveni Kuruvilla,20,Male,Agra,North,<2L,Student,8.8,SMS,Tops,Bronze,2019-07-18,True,wkunda@example.com,2197054669,True,True,False,3,35,56515.950000000004,1614.7414285714287,2022-01-02,2024-12-29,5.0,4.0,1.0,10.0,1092,86,130.77906976744185,19,0.13953488372093023,6,3,9,5,17.0,4.0,1,4,8,8,0
C00048,Ridhi Peri,61,Male,Ludhiana,North,>50L,Frequent Buyer,19.0,Push Notification,Dresses,Bronze,2018-03-05,True,kashvi16@example.net,4090380214,False,True,True,8,30,278162.38,9272.079333333333,2022-01-01,2024-12-24,5.0,3.0,5.0,13.0,1088,90,120.62222222222222,20,0.1111111111111111,10,5,9,4,12.0,3.5833333333333335,1,5,4,3,0
C00049,Nathan Rastogi,29,Male,Kochi,South,5-10L,Working Professional,6.3,Push Notification,Outerwear,Bronze,2018-10-22,False,kapoorlipika@example.com,1577871121,True,False,False,99,29,422031.52,14552.81103448276,2022-03-11,2024-09-24,1.0,2.0,5.0,8.0,928,79,105.17721518987342,17,0.1518987341772152,16,7,7,1,6.0,4.5,1,3,9,7,0
C00050,Rachita Iyengar,39,Male,Bengaluru,South,20-50L,Luxury Shopper,2.4,In-App,Dresses,Bronze,2023-10-11,True,enarasimhan@example.com,9737147082,False,True,False,31,33,684367.65,20738.413636363635,2022-01-02,2024-12-01,3.0,4.0,5.0,12.0,1064,88,119.69318181818181,13,0.10227272727272728,11,3,10,5,9.0,4.555555555555555,1,2,6,3,0
C00051,Madhav Kala,60,Female,Pune,West,2-5L,Budget Shopper,2.1,In-App,Outerwear,Bronze,2018-03-20,True,azad96@example.org,6730306442,True,True,False,77,28,113269.8,4045.35,2022-01-02,2024-10-16,1.0,2.0,3.0,6.0,1018,87,135.05747126436782,10,0.16091954022988506,13,4,13,6,16.0,3.9375,0,1,1,7,0
C00052,Lucky Biswas,37,Male,Kolkata,East,2-5L,Family Shopper,4.3,SMS,Tops,Bronze,2018-10-10,True,nidhi14@example.net,6834201654,True,True,True,55,35,174935.36,4998.1531428571425,2022-01-09,2024-11-07,2.0,4.0,4.0,10.0,1033,87,128.86206896551724,13,0.05747126436781609,10,5,10,4,13.0,4.3076923076923075,1,1,2,8,0
C00053,Rushil Palla,23,Female,Jaipur,North,<2L,Student,5.7,Email,Footwear,Gold,2020-01-10,True,esubramaniam@example.net,2659608931,True,True,False,3,25,45413.8,1816.5520000000001,2022-01-27,2024-12-29,5.0,1.0,1.0,7.0,1067,94,111.62765957446808,12,0.1702127659574468,14,2,15,5,9.0,3.7777777777777777,0,4,8,5,1
C00054,Ekiya Nadig,59,Female,Hyderabad,South,<2L,Budget Shopper,3.8,WhatsApp,Ethnic Wear,Bronze,2018-09-11,True,doratara@example.org,5164807279,False,True,False,11,35,76871.8,2196.337142857143,2022-02-11,2024-12-21,4.0,4.0,2.0,10.0,1044,82,118.90243902439025,14,0.17073170731707318,11,4,15,3,10.0,3.6,0,4,1,4,0
C00055,Balhaar Kamdar,25,Male,Ahmedabad,West,<2L,Student,2.6,In-App,Dresses,Silver,2018-11-14,True,oshaganesan@example.net,3533905504,True,True,True,18,37,137542.82,3717.373513513514,2022-01-04,2024-12-14,4.0,5.0,3.0,12.0,1075,89,139.64044943820224,21,0.1348314606741573,12,6,4,1,19.0,3.9473684210526314,1,4,8,3,3
C00056,Yadavi Dash,24,Male,Lucknow,North,<2L,Brand Loyalist,8.1,Push Notification,Accessories,Silver,2023-11-10,True,ashah@example.com,5868512765,False,False,False,6,39,258059.23,6616.903333333334,2022-01-17,2024-12-26,5.0,5.0,5.0,15.0,1074,91,142.62637362637363,17,0.0989010989010989,7,0,12,6,15.0,3.7333333333333334,1,4,0,0,3
C00057,Nicholas Sarin,29,Male,Indore,Central,5-10L,Working Professional,9.9,WhatsApp,Dresses,Platinum,2021-03-02,False,qmane@example.net,6491111096,False,True,False,35,28,359052.1,12823.289285714285,2022-01-21,2024-11-27,2.0,2.0,5.0,9.0,1041,89,119.11235955056179,19,0.14606741573033707,6,3,16,10,12.0,4.166666666666667,1,3,9,3,2
C00058,Watika Chaudhry,47,Male,Jaipur,North,5-10L,Family Shopper,9.5,WhatsApp,Bottoms,Bronze,2022-04-16,True,lthakur@example.org,4633786137,True,True,False,19,35,120658.3,3447.38,2022-01-14,2024-12-13,4.0,4.0,3.0,11.0,1064,92,105.42391304347827,8,0.10869565217391304,9,4,8,2,14.0,4.214285714285714,1,3,2,2,0
C00059,Indali Shetty,26,Male,Jaipur,North,5-10L,Brand Loyalist,6.3,In-App,Activewear,Bronze,2018-01-07,True,arandhawa@example.com,918444463060,True,True,True,56,19,94112.54,4953.291578947368,2022-01-12,2024-11-06,2.0,1.0,2.0,5.0,1029,105,114.14285714285714,19,0.14285714285714285,6,1,12,4,4.0,3.5,1,3,0,1,0
C00060,Atharv Dube,47,Male,Nagpur,Central,>50L,Impulse Buyer,6.1,WhatsApp,Outerwear,Bronze,2021-06-07,True,zilmil95@example.com,919638639609,False,True,True,54,22,179913.0,8177.863636363636,2022-02-01,2024-11-08,2.0,1.0,4.0,7.0,1011,88,112.82954545454545,11,0.11363636363636363,14,3,10,5,10.0,4.0,1,5,5,7,0
C00061,Kabir Ramakrishnan,20,Male,Nagpur,Central,10-20L,Impulse Buyer,6.9,SMS,Ethnic Wear,Gold,2018-10-17,True,nehanadkarni@example.net,916312819648,False,True,True,21,26,104847.7,4032.603846153846,2022-01-10,2024-12-11,3.0,2.0,2.0,7.0,1066,91,124.57142857142857,9,0.12087912087912088,9,3,12,2,9.0,4.555555555555555,1,0,5,4,1
C00062,Ekantika Jani,48,Male,Vadodara,West,20-50L,Frequent Buyer,16.0,In-App,Accessories,Silver,2022-03-27,True,chanderatharv@example.com,919209819602,True,True,True,36,26,181703.6,6988.6,2022-01-21,2024-11-26,2.0,2.0,4.0,8.0,1040,92,141.08695652173913,22,0.14130434782608695,14,1,15,5,11.0,4.363636363636363,1,2,4,0,3
C00063,Ishita Grover,36,Male,Bhopal,Central,2-5L,Frequent Buyer,12.1,In-App,Accessories,Bronze,2022-04-02,True,tristanmishra@example.org,3640412091,True,True,True,9,28,171297.16999999998,6117.756071428571,2022-01-01,2024-12-23,5.0,2.0,4.0,11.0,1087,81,102.48148148148148,10,0.13580246913580246,8,1,13,3,5.0,3.8,1,1,4,0,0
C00064,Tripti Das,49,Male,Vadodara,West,20-50L,Brand Loyalist,9.2,SMS,Footwear,Silver,2020-04-22,True,dharbarkha@example.com,911175361706,True,True,True,92,40,215655.16999999998,5391.37925,2022-01-15,2024-10-01,1.0,5.0,4.0,10.0,990,101,137.77227722772278,10,0.13861386138613863,9,3,10,5,19.0,4.157894736842105,1,2,0,5,3
C00065,Vidhi Bose,29,Female,Delhi,North,5-10L,Working Professional,3.6,SMS,Bottoms,Silver,2018-02-02,True,oniprashad@example.com,7224029901,True,False,False,61,36,195849.04,5440.251111111112,2022-01-26,2024-11-01,1.0,5.0,4.0,10.0,1010,87,123.86206896551724,12,0.16091954022988506,8,4,11,5,14.0,4.0,0,3,9,2,3
C00066,Idika Sule,45,Male,Jaipur,North,10-20L,Brand Loyalist,7.6,Push Notification,Tops,Bronze,2023-11-06,True,duttaachal@example.org,919080882351,False,True,True,29,33,154072.27,4668.856666666667,2022-01-02,2024-12-03,3.0,4.0,4.0,11.0,1066,81,98.70370370370371,15,0.09876543209876543,12,3,6,3,16.0,3.875,1,0,0,8,0
C00067,Ayushman Narang,33,Male,Bhopal,Central,20-50L,Luxury Shopper,1.6,Email,Outerwear,Silver,2018-08-15,False,thomaschacko@example.net,2447315847,True,False,False,43,25,641807.65,25672.306,2022-01-08,2024-11-19,2.0,1.0,5.0,8.0,1046,88,108.05681818181819,16,0.17045454545454544,17,6,7,0,5.0,3.8,1,2,6,7,3
C00068,Rajata Vala,44,Female,Kolkata,East,>50L,Impulse Buyer,9.8,WhatsApp,Activewear,Bronze,2022-11-18,True,qhans@example.org,914619942376,True,True,True,1,34,146167.62,4299.047647058824,2022-08-12,2024-12-31,5.0,4.0,3.0,12.0,872,88,129.27272727272728,16,0.125,13,4,12,3,13.0,4.461538461538462,0,5,5,1,0
C00069,Pallavi Magar,61,Female,Kochi,South,>50L,Impulse Buyer,3.2,Email,Ethnic Wear,Gold,2020-11-29,True,hritik96@example.com,919551720849,True,True,True,63,29,114997.52,3965.4317241379313,2022-02-27,2024-10-30,1.0,2.0,3.0,6.0,976,100,123.28,18,0.11,12,2,9,4,11.0,4.090909090909091,0,5,5,4,1
C00070,Chaaya Wali,60,Male,Agra,North,2-5L,Budget Shopper,3.7,In-App,Dresses,Silver,2023-11-16,True,mitali01@example.org,6253135525,False,True,True,90,29,101441.14,3497.9703448275864,2022-01-04,2024-10-03,1.0,2.0,2.0,5.0,1003,100,136.75,13,0.09,14,3,5,1,8.0,3.375,1,1,1,3,3
C00071,Aditya Nagar,31,Female,Delhi,North,10-20L,Seasonal Buyer,1.8,In-App,Tops,Silver,2020-02-25,True,narasimhantanay@example.com,5381649383,True,True,True,60,30,114923.23999999999,3830.7746666666662,2022-01-02,2024-11-02,2.0,3.0,3.0,8.0,1035,71,107.19718309859155,11,0.14084507042253522,2,1,10,2,13.0,3.5384615384615383,0,0,7,8,3
C00072,Arunima Borde,34,Female,Vadodara,West,>50L,Frequent Buyer,18.0,Push Notification,Accessories,Gold,2021-04-19,True,usaran@example.com,913077046117,False,False,False,18,30,179428.39,5980.946333333334,2022-05-10,2024-12-14,4.0,3.0,4.0,11.0,949,89,111.51685393258427,17,0.1348314606741573,7,5,9,5,17.0,4.588235294117647,0,5,4,0,1
